Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
Coastal Carolina University,218724,2007,Football Championship Subdivision,,"15,162,840","123,488","190,850","1,165,181","2,423,084","4,476,293","15,276,286","331,821","697,955","170,250","435,210"
Coastal Carolina University,218724,2008,Football Championship Subdivision,,"16,910,542","170,670","275,059","1,413,972","3,053,263","4,749,214","17,239,624","431,391","681,714","170,500","423,300"
Coastal Carolina University,218724,2009,Football Championship Subdivision,,"17,849,304","184,324","344,739","1,496,805","3,277,103","5,139,330","17,826,356","413,156","525,486","553,616","357,858"
Coastal Carolina University,218724,2010,Football Championship Subdivision,,"18,492,619","211,567","352,966","1,405,296","3,249,469","5,383,905","18,382,201","174,285","727,516","656,456","321,532"
Coastal Carolina University,218724,2011,Football Championship Subdivision,,"19,070,302","228,743","410,914","1,446,200","3,522,069","5,808,603","18,984,764","599,406","871,020","426,162","349,530"
Coastal Carolina University,218724,2012,Football Championship Subdivision,,"22,174,271","268,129","476,029","1,474,142","3,692,703","6,233,556","22,292,597","687,127","1,001,828","750,000","392,888"
Coastal Carolina University,218724,2013,Football Championship Subdivision,,"22,190,005","320,077","487,028","1,807,926","4,097,647","6,478,877","22,314,234","881,368","778,572","544,750","459,769"
Coastal Carolina University,218724,2014,Football Championship Subdivision,,"23,829,311","319,018","499,582","2,265,034","4,293,275","7,099,713","23,374,712","729,691","1,135,630","536,000","470,636"
Coastal Carolina University,218724,2015,Football Championship Subdivision,,"25,119,220","165,881","470,357","2,058,259","4,571,402","7,274,228","25,872,141","803,631","1,160,206","372,000","624,752"
Coastal Carolina University,218724,2016,Football Championship Subdivision,,"27,336,685","154,513","502,563","2,434,505","5,009,826","7,608,635","26,584,253","659,694","1,214,936","294,566","629,080"
Coastal Carolina University,218724,2017,Football Bowl Subdivision,Sun Belt Conference,"33,704,483","122,883","565,120","3,595,153","5,553,763","8,621,818","33,703,994","1,171,379","1,040,710","153,000","792,591"
Coastal Carolina University,218724,2018,Football Bowl Subdivision,Sun Belt Conference,"36,455,190","79,920","649,786","4,273,347","6,484,248","8,469,269","36,392,897","1,043,408","2,568,459","1,602,500","1,043,197"
Colorado State University,126818,2005,Football Bowl Subdivision,Mountain West Conference,"18,012,178","179,087","309,098","2,265,916","3,415,932","3,725,544","19,043,174","1,457,432","2,475,591","1,008,789","2,476,240"
Colorado State University,126818,2006,Football Bowl Subdivision,Mountain West Conference,"19,891,653","359,006","330,435","2,323,549","3,574,582","4,008,660","19,350,746","1,847,380","2,737,868","702,115","2,748,331"
Colorado State University,126818,2007,Football Bowl Subdivision,Mountain West Conference,"20,313,040","299,220","307,621","2,315,574","3,716,238","4,195,323","21,740,500","2,227,508","2,883,977","289,494","3,506,357"
Colorado State University,126818,2008,Football Bowl Subdivision,Mountain West Conference,"23,953,191","351,970","421,366","2,618,344","4,713,709","4,883,542","23,759,185","2,797,511","2,280,538","12,930","3,651,833"
Colorado State University,126818,2009,Football Bowl Subdivision,Mountain West Conference,"25,984,458","358,345","507,503","2,885,166","4,892,576","5,588,655","26,199,379","2,547,475","2,450,295","187,000","3,388,432"
Colorado State University,126818,2010,Football Bowl Subdivision,Mountain West Conference,"25,355,036","563,207","503,749","2,454,097","4,943,141","5,789,717","26,552,383","2,107,444","2,413,095","564,149","2,473,093"
Colorado State University,126818,2011,Football Bowl Subdivision,Mountain West Conference,"25,948,502","394,814","540,678","3,067,012","4,948,414","6,227,779","29,372,783","2,926,681","2,970,589","221,000","2,929,003"
Colorado State University,126818,2012,Football Bowl Subdivision,Mountain West Conference,"30,161,147","453,645","590,970","3,369,728","6,007,159","6,377,454","30,802,879","2,682,363","3,386,161","119,260","3,110,038"
Colorado State University,126818,2013,Football Bowl Subdivision,Mountain West Conference,"34,468,927","562,509","933,372","3,993,671","7,667,445","6,984,374","34,791,926","2,574,463","4,935,167","90,500","2,975,705"
Colorado State University,126818,2014,Football Bowl Subdivision,Mountain West Conference,"36,944,157","624,508","810,281","4,122,248","8,457,968","7,581,170","38,739,665","2,330,419","6,097,730","1,585,601","3,342,818"
Colorado State University,126818,2015,Football Bowl Subdivision,Mountain West Conference,"38,781,340","741,644","792,438","3,951,483","9,053,491","7,799,416","38,451,203","2,809,868","3,761,499","1,003,450","3,880,855"
Colorado State University,126818,2016,Football Bowl Subdivision,Mountain West Conference,"40,699,254","756,817","927,212","5,074,957","8,901,558","8,962,805","39,767,363","3,360,319","3,307,918","16,284","4,155,558"
Colorado State University,126818,2017,Football Bowl Subdivision,Mountain West Conference,"43,965,622","949,865","885,327","5,374,488","9,148,513","9,171,934","44,672,317","5,945,315","3,740,779","273,278","4,231,475"
Colorado State University,126818,2018,Football Bowl Subdivision,Mountain West Conference,"52,159,851","827,253","889,715","5,973,025","10,292,102","9,258,376","54,728,814","6,832,727","7,324,738","1,486,022","5,791,080"
East Carolina University,198464,2005,Football Bowl Subdivision,Conference USA,"21,763,041","230,569","349,473","2,653,983","3,682,119","4,289,965","21,128,219","768,162","3,844,313","1,820,580","2,983,554"
East Carolina University,198464,2006,Football Bowl Subdivision,Conference USA,"23,475,157","510,090","355,842","3,071,643","3,710,684","4,812,314","22,668,129","1,059,763","4,123,482","361,500","3,075,339"
East Carolina University,198464,2007,Football Bowl Subdivision,Conference USA,"24,932,913","587,808","319,104","3,581,922","3,904,185","4,667,925","25,156,642","841,476","4,192,467","356,000","4,772,337"
East Carolina University,198464,2008,Football Bowl Subdivision,Conference USA,"27,625,195","334,920","349,602","4,608,017","4,414,293","4,437,124","29,268,128","922,263","4,330,917","707,000","5,880,754"
East Carolina University,198464,2009,Football Bowl Subdivision,Conference USA,"29,581,993","397,472","380,641","4,873,793","6,241,229","4,482,508","31,984,658","1,105,956","4,781,806","2,529,632","5,571,181"
East Carolina University,198464,2010,Football Bowl Subdivision,Conference USA,"30,473,691","459,704","444,601","4,867,611","6,467,151","5,250,045","32,280,456","1,012,078","4,440,585","486,346","6,138,102"
East Carolina University,198464,2011,Football Bowl Subdivision,Conference USA,"32,220,961","389,770","470,561","4,726,296","6,011,903","5,823,307","34,048,869","1,263,010","4,900,366","515,500","8,010,665"
East Carolina University,198464,2012,Football Bowl Subdivision,Conference USA,"33,623,495","514,813","587,319","5,093,613","5,966,793","6,163,139","35,575,172","1,474,021","5,109,529","1,802,459","7,935,985"
East Carolina University,198464,2013,Football Bowl Subdivision,Conference USA,"36,639,494","461,488","523,132","5,256,501","7,259,425","6,931,230","35,805,232","1,673,619","5,744,975","734,500","6,859,822"
East Carolina University,198464,2014,Football Bowl Subdivision,Conference USA,"38,723,518","445,084","655,089","5,280,839","7,140,029","7,050,840","36,598,782","2,192,837","6,358,202","532,000","6,772,823"
East Carolina University,198464,2015,Football Bowl Subdivision,American Athletic Conference,"49,352,531","529,618","784,593","5,597,023","7,742,693","7,781,037","48,918,305","2,180,874","14,409,954","1,556,500","7,293,727"
East Carolina University,198464,2016,Football Bowl Subdivision,American Athletic Conference,"45,814,967","476,647","797,913","5,391,377","8,692,312","8,392,981","44,613,084","2,341,492","9,097,450","1,592,000","6,918,040"
East Carolina University,198464,2017,Football Bowl Subdivision,American Athletic Conference,"48,387,287","599,434","995,084","5,065,786","8,250,222","8,864,685","48,312,311","2,404,999","11,008,954","1,204,500","7,266,784"
East Carolina University,198464,2018,Football Bowl Subdivision,American Athletic Conference,"47,410,809","561,631","805,605","4,942,273","8,330,706","8,768,672","46,861,190","2,271,769","10,323,534","267,020","6,854,344"
Eastern Michigan University,169798,2005,Football Bowl Subdivision,Mid-American Conference,"19,749,198","285,078","176,424","1,455,255","3,192,310","7,373,068","19,961,107","196,922","475,007","406,759","190,436"
Eastern Michigan University,169798,2006,Football Bowl Subdivision,Mid-American Conference,"19,238,903","56,708","354,911","1,036,133","3,219,576","7,492,242","19,712,553","50,449","496,787","659,503","216,135"
Eastern Michigan University,169798,2007,Football Bowl Subdivision,Mid-American Conference,"23,585,654","257,888","622,127","1,122,084","3,382,758","7,866,759","25,637,551","138,008","506,710","786,600","366,351"
Eastern Michigan University,169798,2008,Football Bowl Subdivision,Mid-American Conference,"25,153,393","293,381","598,944","1,156,365","3,710,075","8,610,787","24,971,850","17,810","530,394","895,698","239,821"
Eastern Michigan University,169798,2009,Football Bowl Subdivision,Mid-American Conference,"23,615,132","335,053","630,547","1,436,881","3,878,439","5,727,672","24,854,558","3,999","333,955","957,000","292,606"
Eastern Michigan University,169798,2010,Football Bowl Subdivision,Mid-American Conference,"24,635,531","386,193","661,079","1,127,799","3,855,286","6,692,941","26,270,721","1,848","360,426","1,817,632","133,664"
Eastern Michigan University,169798,2011,Football Bowl Subdivision,Mid-American Conference,"25,971,066","360,680","659,781","1,493,912","4,145,539","6,757,674","27,717,621","19,023","580,610","1,863,710","385,053"
Eastern Michigan University,169798,2012,Football Bowl Subdivision,Mid-American Conference,"27,798,118","511,285","568,294","1,674,656","4,744,453","7,097,252","29,062,905","18,315","563,830","1,325,850","173,973"
Eastern Michigan University,169798,2013,Football Bowl Subdivision,Mid-American Conference,"27,797,656","521,367","440,950","1,660,840","4,581,092","7,417,412","27,797,656","4,368","418,086","1,666,850","367,038"
Eastern Michigan University,169798,2014,Football Bowl Subdivision,Mid-American Conference,"30,081,523","711,587","190,010","1,852,978","4,335,236","8,010,230","30,081,523","3,363","523,811","1,663,750","148,738"
Eastern Michigan University,169798,2015,Football Bowl Subdivision,Mid-American Conference,"33,956,234","589,407","565,997","2,714,978","5,630,342","7,691,101","33,956,233","3,928","431,502","2,070,170","488,707"
Eastern Michigan University,169798,2016,Football Bowl Subdivision,Mid-American Conference,"30,212,703","774,049","605,815","2,804,555","6,192,838","9,082,071","30,212,703","30,398","607,580","1,423,327","231,725"
Eastern Michigan University,169798,2017,Football Bowl Subdivision,Mid-American Conference,"32,311,246","720,341","797,474","3,831,625","6,160,906","9,359,930","32,311,247","60,674","1,073,330","1,755,950","776,377"
Eastern Michigan University,169798,2018,Football Bowl Subdivision,Mid-American Conference,"30,681,035","595,494","920,072","2,902,838","6,320,256","9,822,003","30,681,039","127,127","978,248","2,510,482","738,186"
Florida Atlantic University,133669,2005,Football Bowl Subdivision,Sun Belt Conference,"14,362,376","363,250","284,983","1,784,221","2,516,067","4,006,261","14,454,890","466,868","949,116","435,500","317,240"
Florida Atlantic University,133669,2006,Football Bowl Subdivision,Sun Belt Conference,"14,731,275","306,739","292,084","1,893,441","2,643,133","3,891,418","14,637,992","545,384","746,458","1,294,500","459,183"
Florida Atlantic University,133669,2007,Football Bowl Subdivision,Sun Belt Conference,"15,327,294","111,389","256,903","2,189,799","2,811,072","3,991,843","15,293,950","217,809","658,908","2,139,750","352,714"
Florida Atlantic University,133669,2008,Football Bowl Subdivision,Sun Belt Conference,"16,275,735","254,973","283,568","2,410,208","3,121,163","3,821,165","16,574,905","403,914","1,293,531","1,235,371","703,809"
Florida Atlantic University,133669,2009,Football Bowl Subdivision,Sun Belt Conference,"15,968,769","252,104","246,777","2,565,797","2,993,377","3,724,717","16,081,909","269,937","532,223","1,697,000","635,196"
Florida Atlantic University,133669,2010,Football Bowl Subdivision,Sun Belt Conference,"15,208,667","367,524","234,718","2,111,144","3,162,257","4,063,085","16,284,618","334,920","709,938","1,914,000","549,258"
Florida Atlantic University,133669,2011,Football Bowl Subdivision,Sun Belt Conference,"16,707,200","420,998","260,234","2,626,968","3,427,496","3,918,495","19,438,422","331,990","1,348,173","1,614,500","1,361,976"
Florida Atlantic University,133669,2012,Football Bowl Subdivision,Sun Belt Conference,"20,020,133","426,297","350,152","2,990,125","3,646,321","4,205,827","23,226,481","870,588","2,503,094","2,029,000","1,483,341"
Florida Atlantic University,133669,2013,Football Bowl Subdivision,Sun Belt Conference,"21,967,412","334,997","446,368","3,087,008","3,955,976","5,185,146","24,538,411","745,393","2,402,964","1,966,500","964,782"
Florida Atlantic University,133669,2014,Football Bowl Subdivision,Conference USA,"24,033,024","488,348","451,502","3,352,013","4,165,219","4,361,421","24,352,818","575,459","2,502,017","1,983,500","956,750"
Florida Atlantic University,133669,2015,Football Bowl Subdivision,Conference USA,"29,794,361","497,814","555,530","3,800,671","4,649,473","4,435,694","30,919,633","790,664","1,885,080","2,269,305","1,075,903"
Florida Atlantic University,133669,2016,Football Bowl Subdivision,Conference USA,"29,182,295","563,854","289,959","4,368,767","4,537,437","4,386,317","32,141,210","440,790","1,892,024","1,930,000","1,615,037"
Florida Atlantic University,133669,2017,Football Bowl Subdivision,Conference USA,"34,102,683","708,571","571,448","4,280,107","6,172,499","5,960,270","34,509,259","703,172","2,806,153","1,440,500","916,584"
Florida Atlantic University,133669,2018,Football Bowl Subdivision,Conference USA,"35,149,886","743,987","683,178","4,929,339","7,266,096","6,799,445","35,275,379","850,000","8,520,149","1,568,500","1,827,512"
